117,959,CS 4120,Programming Languages,700,1000,M,LEC,61-E038-29,MTCL3,36,,,
117,962,CS 4130,Software Engineering II,1300,1600,T,LAB,22-E067-48,MTCL5,42,,,
117,962,CS 4130,Software Engineering II,1300,1500,Th,LEC,22-E067-48,MT102,42,,,
117,965,CS 4140,Computer Graphics,1600,1900,W,LAB,34-E070-56,MTCL7,33,,,
117,965,CS 4140,Computer Graphics,1000,1200,F,LEC,34-E070-56,MTAVR1,33,,,
117,941,CCS 4400,Capstone Project I,800,1100,T,LEC,15-E091-37,MTAVR2,24,,,
117,946,CCS 4500,Cloud Computing,1300,1600,F,LAB,28-E095-44,MTCL2,37,,,
117,946,CCS 4500,Cloud Computing,1000,1200,S,LEC,28-E095-44,MT102,37,,,
